day,type,value_buy,value_sell
2022-08-11,Oficial,135.00,141.00
2022-08-11,Blue,287.00,297.00
2022-08-10,Oficial,135.00,141.00
2022-08-10,Blue,285.00,295.00
2022-08-09,Oficial,135.00,141.00
2022-08-09,Blue,283.00,293.00
2022-08-08,Oficial,134.00,140.00
2022-08-08,Blue,282.00,292.00
2022-08-05,Oficial,134.00,140.00
2022-08-05,Blue,283.00,293.00
2022-08-04,Oficial,134.00,140.00
2022-08-04,Blue,281.00,291.00
2022-08-03,Oficial,133.00,139.00
2022-08-03,Blue,288.00,298.00
2022-08-02,Oficial,133.00,139.00
2022-08-02,Blue,281.00,291.00
2022-08-01,Oficial,133.00,139.00
2022-08-01,Blue,272.00,282.00
2022-07-29,Oficial,132.00,138.00
2022-07-29,Blue,286.00,296.00
2022-07-28,Oficial,132.00,138.00
2022-07-28,Blue,304.00,314.00
2022-07-27,Oficial,132.00,138.00
2022-07-27,Blue,316.00,326.00
2022-07-26,Oficial,131.00,137.00
2022-07-26,Blue,313.00,323.00
2022-07-25,Oficial,131.00,137.00
2022-07-25,Blue,312.00,322.00
2022-07-22,Oficial,131.00,137.00
2022-07-22,Blue,328.00,338.00
2022-07-21,Oficial,130.00,136.00
2022-07-21,Blue,327.00,337.00
2022-07-20,Oficial,130.00,136.00
2022-07-20,Blue,307.00,317.00
2022-07-19,Oficial,130.00,136.00
2022-07-19,Blue,291.00,301.00
2022-07-18,Oficial,130.00,136.00
2022-07-18,Blue,281.00,291.00
2022-07-15,Oficial,129.00,135.00
2022-07-15,Blue,283.00,293.00
2022-07-14,Oficial,129.00,135.00
2022-07-14,Blue,279.00,289.00
2022-07-13,Oficial,129.00,135.00
2022-07-13,Blue,273.00,283.00
2022-07-12,Oficial,129.00,135.00
2022-07-12,Blue,262.00,272.00
2022-07-11,Oficial,129.00,135.00
2022-07-11,Blue,258.00,268.00
2022-07-08,Oficial,128.00,134.00
2022-07-08,Blue,263.00,273.00
2022-07-07,Oficial,127.00,133.00
2022-07-07,Blue,247.00,257.00
2022-07-06,Oficial,127.00,133.00
2022-07-06,Blue,245.00,255.00
2022-07-05,Oficial,127.00,133.00
2022-07-05,Blue,242.00,252.00
2022-07-04,Oficial,126.00,132.00
2022-07-04,Blue,250.00,260.00
2022-07-01,Oficial,125.00,131.00
2022-07-01,Blue,235.00,239.00
2022-06-30,Oficial,124.00,130.00
2022-06-30,Blue,234.00,238.00
2022-06-29,Oficial,124.00,130.00
2022-06-29,Blue,235.00,239.00
2022-06-28,Oficial,124.00,130.00
2022-06-28,Blue,235.00,239.00
2022-06-27,Oficial,124.00,130.00
2022-06-27,Blue,228.00,232.00
2022-06-24,Oficial,123.00,129.00
2022-06-24,Blue,222.00,226.00
2022-06-23,Oficial,123.00,129.00
2022-06-23,Blue,220.00,224.00
2022-06-22,Oficial,123.00,129.00
2022-06-22,Blue,220.00,224.00
2022-06-21,Oficial,123.00,129.00
2022-06-21,Blue,216.00,220.00
2022-06-20,Oficial,122.00,128.00
2022-06-20,Blue,212.00,216.00
2022-06-17,Oficial,122.00,128.00
2022-06-17,Blue,212.00,216.00
2022-06-16,Oficial,122.00,128.00
2022-06-16,Blue,212.00,216.00
2022-06-15,Oficial,122.00,128.00
2022-06-15,Blue,213.00,217.00
2022-06-14,Oficial,122.00,128.00
2022-06-14,Blue,220.00,224.00
2022-06-13,Oficial,122.00,128.00
2022-06-13,Blue,212.00,216.00
2022-06-10,Oficial,121.00,127.00
2022-06-10,Blue,206.00,210.00
2022-06-09,Oficial,121.00,127.00
2022-06-09,Blue,204.00,208.00
2022-06-08,Oficial,121.00,127.00
2022-06-08,Blue,204.00,208.00
2022-06-07,Oficial,121.00,127.00
2022-06-07,Blue,202.00,206.00
2022-06-06,Oficial,121.00,127.00
2022-06-06,Blue,201.00,205.00
2022-06-03,Oficial,120.00,126.00
2022-06-03,Blue,201.00,205.00
2022-06-02,Oficial,120.00,126.00
2022-06-02,Blue,202.00,206.00
2022-06-01,Oficial,120.00,126.00
2022-06-01,Blue,202.00,206.00
2022-05-31,Oficial,119.00,125.00
2022-05-31,Blue,203.00,206.00
2022-05-30,Oficial,119.00,125.00
2022-05-30,Blue,202.00,206.00
2022-05-27,Oficial,119.00,125.00
2022-05-27,Blue,202.00,206.00
2022-05-26,Oficial,119.00,125.00
2022-05-26,Blue,203.00,207.00
2022-05-25,Oficial,118.00,124.00
2022-05-25,Blue,204.00,208.00
2022-05-24,Oficial,118.00,124.00
2022-05-24,Blue,204.00,208.00
2022-05-23,Oficial,118.00,124.00
2022-05-23,Blue,202.00,206.00
2022-05-20,Oficial,118.00,124.00
2022-05-20,Blue,201.00,204.00
2022-05-19,Oficial,118.00,124.00
2022-05-19,Blue,202.00,206.00
2022-05-18,Oficial,118.00,124.00
2022-05-18,Blue,204.00,208.00
2022-05-17,Oficial,118.00,124.00
2022-05-17,Blue,204.00,208.00
2022-05-16,Oficial,117.00,123.00
2022-05-16,Blue,201.00,205.00
2022-05-13,Oficial,117.00,123.00
2022-05-13,Blue,199.00,203.00
2022-05-12,Oficial,117.00,123.00
2022-05-12,Blue,200.00,204.00
2022-05-11,Oficial,116.00,122.00
2022-05-11,Blue,201.00,205.00
2022-05-10,Oficial,116.00,122.00
2022-05-10,Blue,198.00,202.00
2022-05-09,Oficial,116.00,122.00
2022-05-09,Blue,198.00,202.00
2022-05-06,Oficial,116.00,122.00
2022-05-06,Blue,197.00,201.00
2022-05-05,Oficial,116.00,122.00
2022-05-05,Blue,198.00,202.00
2022-05-04,Oficial,115.00,121.00
2022-05-04,Blue,197.00,201.00
2022-05-03,Oficial,115.00,121.00
2022-05-03,Blue,200.00,204.00
2022-05-02,Oficial,115.00,121.00
2022-05-02,Blue,197.00,201.00
2022-04-29,Oficial,115.00,121.00
2022-04-29,Blue,196.00,200.00
2022-04-28,Oficial,114.00,120.00
2022-04-28,Blue,200.00,204.00
2022-04-27,Oficial,114.00,120.00
2022-04-27,Blue,202.00,206.00
2022-04-26,Oficial,114.00,120.00
2022-04-26,Blue,208.00,212.00
2022-04-25,Oficial,114.00,120.00
2022-04-25,Blue,202.00,206.00
2022-04-22,Oficial,114.00,120.00
2022-04-22,Blue,199.00,203.00
2022-04-21,Oficial,114.00,120.00
2022-04-21,Blue,198.00,202.00
2022-04-20,Oficial,113.00,119.00
2022-04-20,Blue,196.00,200.00
2022-04-19,Oficial,113.00,119.00
2022-04-19,Blue,194.00,198.00
2022-04-18,Oficial,113.00,119.00
2022-04-18,Blue,191.00,195.00
2022-04-15,Oficial,112.00,118.00
2022-04-15,Blue,191.00,195.00
2022-04-14,Oficial,112.00,118.00
2022-04-14,Blue,191.00,195.00
2022-04-13,Oficial,112.00,118.00
2022-04-13,Blue,191.00,195.00
2022-04-12,Oficial,112.00,118.00
2022-04-12,Blue,191.00,195.00
2022-04-11,Oficial,112.00,118.00
2022-04-11,Blue,191.00,195.00
2022-04-08,Oficial,112.00,118.00
2022-04-08,Blue,192.00,196.00
2022-04-07,Oficial,112.00,118.00
2022-04-07,Blue,192.00,196.00
2022-04-06,Oficial,111.00,117.00
2022-04-06,Blue,192.00,196.00
2022-04-05,Oficial,111.00,117.00
2022-04-05,Blue,192.00,196.00
2022-04-04,Oficial,111.00,117.00
2022-04-04,Blue,195.00,199.00
2022-04-01,Oficial,111.00,117.00
2022-04-01,Blue,196.00,200.00
2022-03-31,Oficial,110.00,116.00
2022-03-31,Blue,196.00,200.00
2022-03-30,Oficial,110.00,116.00
2022-03-30,Blue,197.00,201.00
2022-03-29,Oficial,110.00,116.00
2022-03-29,Blue,196.00,200.00
2022-03-28,Oficial,110.00,116.00
2022-03-28,Blue,196.00,200.00
2022-03-25,Oficial,110.00,116.00
2022-03-25,Blue,198.00,202.00
2022-03-24,Oficial,110.00,116.00
2022-03-24,Blue,197.00,201.00
2022-03-23,Oficial,110.00,116.00
2022-03-23,Blue,197.00,201.00
2022-03-22,Oficial,109.00,115.00
2022-03-22,Blue,197.00,201.00
2022-03-21,Oficial,109.00,115.00
2022-03-21,Blue,198.00,202.00
2022-03-18,Oficial,109.00,115.00
2022-03-18,Blue,198.00,202.00
2022-03-17,Oficial,109.00,115.00
2022-03-17,Blue,198.00,202.00
2022-03-16,Oficial,109.00,115.00
2022-03-16,Blue,198.00,202.00
2022-03-15,Oficial,109.00,115.00
2022-03-15,Blue,196.00,200.00
2022-03-14,Oficial,109.00,115.00
2022-03-14,Blue,196.00,200.00
2022-03-11,Oficial,108.00,114.00
2022-03-11,Blue,198.00,202.00
2022-03-10,Oficial,108.00,114.00
2022-03-10,Blue,199.00,203.00
2022-03-09,Oficial,108.00,114.00
2022-03-09,Blue,200.00,204.00
2022-03-08,Oficial,108.00,114.00
2022-03-08,Blue,198.00,202.00
2022-03-07,Oficial,108.00,114.00
2022-03-07,Blue,197.00,201.00
2022-03-04,Oficial,108.00,114.00
2022-03-04,Blue,197.00,201.00
2022-03-03,Oficial,107.00,113.00
2022-03-03,Blue,200.00,204.00
2022-03-02,Oficial,107.00,113.00
2022-03-02,Blue,202.00,206.00
2022-03-01,Oficial,107.00,113.00
2022-03-01,Blue,207.00,211.00
2022-02-28,Oficial,107.00,113.00
2022-02-28,Blue,207.00,211.00
2022-02-25,Oficial,107.00,113.00
2022-02-25,Blue,207.00,211.00
2022-02-24,Oficial,107.00,113.00
2022-02-24,Blue,206.00,210.00
2022-02-23,Oficial,107.00,113.00
2022-02-23,Blue,206.00,210.00
2022-02-22,Oficial,107.00,113.00
2022-02-22,Blue,206.00,210.00
2022-02-21,Oficial,107.00,113.00
2022-02-21,Blue,208.00,212.00
2022-02-18,Oficial,106.00,112.00
2022-02-18,Blue,207.00,211.00
2022-02-17,Oficial,106.00,112.00
2022-02-17,Blue,210.00,214.00
2022-02-16,Oficial,106.00,112.00
2022-02-16,Blue,211.00,215.00
2022-02-15,Oficial,106.00,112.00
2022-02-15,Blue,211.00,215.00
2022-02-14,Oficial,106.00,112.00
2022-02-14,Blue,211.00,215.00
2022-02-11,Oficial,106.00,112.00
2022-02-11,Blue,210.00,216.00
2022-02-10,Oficial,106.00,112.00
2022-02-10,Blue,212.00,216.00
2022-02-09,Oficial,106.00,112.00
2022-02-09,Blue,213.00,217.00
2022-02-08,Oficial,105.00,111.00
2022-02-08,Blue,211.00,215.00
2022-02-07,Oficial,105.00,111.00
2022-02-07,Blue,210.00,214.00
2022-02-04,Oficial,105.00,111.00
2022-02-04,Blue,210.00,214.00
2022-02-03,Oficial,105.00,111.00
2022-02-03,Blue,212.00,216.00
2022-02-02,Oficial,105.00,111.00
2022-02-02,Blue,212.00,216.00
2022-02-01,Oficial,105.00,111.00
2022-02-01,Blue,210.00,214.00
2022-01-31,Oficial,105.00,111.00
2022-01-31,Blue,209.00,213.00
2022-01-28,Oficial,105.00,111.00
2022-01-28,Blue,208.00,212.00
2022-01-27,Oficial,104.00,110.00
2022-01-27,Blue,218.00,222.00
2022-01-26,Oficial,104.00,110.00
2022-01-26,Blue,217.00,221.00
2022-01-25,Oficial,104.00,110.00
2022-01-25,Blue,216.00,220.00
2022-01-24,Oficial,104.00,110.00
2022-01-24,Blue,215.00,219.00
2022-01-21,Oficial,104.00,110.00
2022-01-21,Blue,215.00,219.00
2022-01-20,Oficial,104.00,110.00
2022-01-20,Blue,210.00,214.00
2022-01-19,Oficial,104.00,110.00
2022-01-19,Blue,209.00,213.00
2022-01-18,Oficial,104.00,110.00
2022-01-18,Blue,207.00,211.00
2022-01-17,Oficial,103.00,109.00
2022-01-17,Blue,205.00,209.00
2022-01-14,Oficial,103.00,109.00
2022-01-14,Blue,206.00,210.00
2022-01-13,Oficial,103.00,109.00
2022-01-13,Blue,206.00,210.00
2022-01-12,Oficial,103.00,109.00
2022-01-12,Blue,204.00,208.00
2022-01-11,Oficial,103.00,109.00
2022-01-11,Blue,205.00,209.00
2022-01-10,Oficial,103.00,109.00
2022-01-10,Blue,202.00,206.00
2022-01-07,Oficial,103.00,109.00
2022-01-07,Blue,204.00,208.00
2022-01-06,Oficial,103.00,109.00
2022-01-06,Blue,204.00,208.00
2022-01-05,Oficial,103.00,109.00
2022-01-05,Blue,203.00,207.00
2022-01-04,Oficial,103.00,109.00
2022-01-04,Blue,202.00,206.00
2022-01-03,Oficial,102.00,108.00
2022-01-03,Blue,202.00,206.00
2021-12-31,Oficial,102.00,108.00
2021-12-31,Blue,204.00,208.00
2021-12-30,Oficial,102.00,108.00
2021-12-30,Blue,204.00,208.00
2021-12-29,Oficial,102.00,108.00
2021-12-29,Blue,205.00,209.00
2021-12-28,Oficial,102.00,108.00
2021-12-28,Blue,202.00,206.00
2021-12-27,Oficial,102.00,108.00
2021-12-27,Blue,200.00,204.00
2021-12-24,Oficial,102.00,108.00
2021-12-24,Blue,200.00,204.00
2021-12-23,Oficial,102.00,108.00
2021-12-23,Blue,200.00,204.00
2021-12-22,Oficial,102.00,108.00
2021-12-22,Blue,196.00,200.00
2021-12-21,Oficial,102.00,108.00
2021-12-21,Blue,195.00,199.00
2021-12-20,Oficial,102.00,108.00
2021-12-20,Blue,196.00,200.00
2021-12-17,Oficial,102.00,108.00
2021-12-17,Blue,196.00,200.00
2021-12-16,Oficial,102.00,108.00
2021-12-16,Blue,194.00,198.00
2021-12-15,Oficial,102.00,108.00
2021-12-15,Blue,194.00,198.00
2021-12-14,Oficial,101.00,107.00
2021-12-14,Blue,192.00,196.00
2021-12-13,Oficial,101.00,107.00
2021-12-13,Blue,192.00,196.00
2021-12-10,Oficial,101.00,107.00
2021-12-10,Blue,192.00,196.00
2021-12-09,Oficial,101.00,107.00
2021-12-09,Blue,192.00,196.00
2021-12-08,Oficial,101.00,107.00
2021-12-08,Blue,194.00,198.00
2021-12-07,Oficial,101.00,107.00
2021-12-07,Blue,194.00,198.00
2021-12-06,Oficial,101.00,107.00
2021-12-06,Blue,195.00,199.00
2021-12-03,Oficial,101.00,107.00
2021-12-03,Blue,196.00,200.00
2021-12-02,Oficial,101.00,107.00
2021-12-02,Blue,196.00,200.00
2021-12-01,Oficial,101.00,107.00
2021-12-01,Blue,196.00,200.00
2021-11-30,Oficial,100.00,106.00
2021-11-30,Blue,198.00,202.00
2021-11-29,Oficial,100.00,106.00
2021-11-29,Blue,197.00,201.00
2021-11-26,Oficial,100.00,106.00
2021-11-26,Blue,198.00,202.00
2021-11-25,Oficial,100.00,106.00
2021-11-25,Blue,197.00,201.00
2021-11-24,Oficial,100.00,106.00
2021-11-24,Blue,196.00,200.00
2021-11-23,Oficial,100.00,106.00
2021-11-23,Blue,197.00,201.00
2021-11-22,Oficial,100.00,106.00
2021-11-22,Blue,198.00,202.00
2021-11-19,Oficial,100.00,106.00
2021-11-19,Blue,198.00,202.00
2021-11-18,Oficial,100.00,106.00
2021-11-18,Blue,197.00,201.00
2021-11-17,Oficial,100.00,106.00
2021-11-17,Blue,198.00,202.00
2021-11-16,Oficial,100.00,106.00
2021-11-16,Blue,196.00,200.00
2021-11-15,Oficial,100.00,106.00
2021-11-15,Blue,196.00,200.00
2021-11-12,Oficial,100.00,106.00
2021-11-12,Blue,196.00,200.00
2021-11-11,Oficial,101.00,106.00
2021-11-11,Blue,202.00,206.00
2021-11-10,Oficial,100.00,106.00
2021-11-10,Blue,201.00,205.00
2021-11-09,Oficial,100.00,106.00
2021-11-09,Blue,196.00,200.00
2021-11-08,Oficial,100.00,106.00
2021-11-08,Blue,195.00,199.00
2021-11-05,Oficial,99.00,105.00
2021-11-05,Blue,195.00,199.00
2021-11-04,Oficial,99.00,105.00
2021-11-04,Blue,195.00,199.00
2021-11-03,Oficial,99.00,105.00
2021-11-03,Blue,195.00,199.00
2021-11-02,Oficial,99.00,105.00
2021-11-02,Blue,194.00,198.00
2021-11-01,Oficial,99.00,105.00
2021-11-01,Blue,192.00,196.00
2021-10-29,Oficial,99.00,105.00
2021-10-29,Blue,194.00,198.00
2021-10-28,Oficial,99.00,105.00
2021-10-28,Blue,194.00,198.00
2021-10-27,Oficial,99.00,105.00
2021-10-27,Blue,193.00,197.00
2021-10-26,Oficial,99.00,105.00
2021-10-26,Blue,192.00,196.00
2021-10-25,Oficial,99.00,105.00
2021-10-25,Blue,192.00,194.00
2021-10-22,Oficial,99.00,105.00
2021-10-22,Blue,191.00,195.00
2021-10-21,Oficial,99.00,105.00
2021-10-21,Blue,187.00,191.00
2021-10-20,Oficial,99.00,105.00
2021-10-20,Blue,184.00,188.00
2021-10-19,Oficial,99.00,105.00
2021-10-19,Blue,183.00,187.00
2021-10-18,Oficial,99.00,105.00
2021-10-18,Blue,182.00,186.00
2021-10-15,Oficial,99.00,105.00
2021-10-15,Blue,182.00,186.00
2021-10-14,Oficial,99.00,105.00
2021-10-14,Blue,181.00,185.00
2021-10-13,Oficial,99.00,105.00
2021-10-13,Blue,181.00,185.00
2021-10-12,Oficial,98.00,104.00
2021-10-12,Blue,181.00,185.00
2021-10-11,Oficial,99.00,105.00
2021-10-11,Blue,180.00,184.00
2021-10-08,Oficial,99.00,105.00
2021-10-08,Blue,180.00,184.00
2021-10-07,Oficial,99.00,105.00
2021-10-07,Blue,180.00,184.00
2021-10-06,Oficial,99.00,105.00
2021-10-06,Blue,182.00,186.00
2021-10-05,Oficial,99.00,105.00
2021-10-05,Blue,181.00,185.00
2021-10-04,Oficial,98.00,104.00
2021-10-04,Blue,181.00,185.00
2021-10-01,Oficial,98.00,104.00
2021-10-01,Blue,182.00,186.00
2021-09-30,Oficial,98.00,104.00
2021-09-30,Blue,182.00,186.00
2021-09-29,Oficial,98.00,104.00
2021-09-29,Blue,183.00,187.00
2021-09-28,Oficial,98.00,104.00
2021-09-28,Blue,183.00,187.00
2021-09-27,Oficial,98.00,104.00
2021-09-27,Blue,182.00,186.00
2021-09-24,Oficial,98.00,104.00
2021-09-24,Blue,182.00,186.00
2021-09-23,Oficial,98.00,104.00
2021-09-23,Blue,181.00,185.00
2021-09-22,Oficial,98.00,104.00
2021-09-22,Blue,181.00,185.00
2021-09-21,Oficial,98.00,104.00
2021-09-21,Blue,180.00,184.00
2021-09-20,Oficial,98.00,104.00
2021-09-20,Blue,180.00,184.00
2021-09-17,Oficial,98.00,104.00
2021-09-17,Blue,181.00,185.00
2021-09-16,Oficial,98.00,104.00
2021-09-16,Blue,182.00,186.00
2021-09-15,Oficial,98.00,104.00
2021-09-15,Blue,181.00,185.00
2021-09-14,Oficial,98.00,104.00
2021-09-14,Blue,178.00,182.00
2021-09-13,Oficial,98.00,104.00
2021-09-13,Blue,178.00,182.00
2021-09-10,Oficial,98.00,104.00
2021-09-10,Blue,181.00,185.00
2021-09-09,Oficial,98.00,104.00
2021-09-09,Blue,182.00,186.00
2021-09-08,Oficial,98.00,104.00
2021-09-08,Blue,183.00,187.00
2021-09-07,Oficial,97.00,103.00
2021-09-07,Blue,178.00,182.00
2021-09-06,Oficial,97.00,103.00
2021-09-06,Blue,178.00,182.00
2021-09-03,Oficial,97.00,103.00
2021-09-03,Blue,176.00,181.00
2021-09-02,Oficial,97.00,103.00
2021-09-02,Blue,176.00,180.00
2021-09-01,Oficial,97.00,103.00
2021-09-01,Blue,176.00,180.00
2021-08-31,Oficial,97.00,103.00
2021-08-31,Blue,176.00,182.00
2021-08-30,Oficial,97.00,103.00
2021-08-30,Blue,177.00,182.00
2021-08-27,Oficial,97.00,103.00
2021-08-27,Blue,176.00,182.00
2021-08-26,Oficial,97.00,103.00
2021-08-26,Blue,176.00,182.00
2021-08-25,Oficial,97.00,103.00
2021-08-25,Blue,176.00,182.00
2021-08-24,Oficial,97.00,103.00
2021-08-24,Blue,177.00,182.00
2021-08-23,Oficial,97.00,103.00
2021-08-23,Blue,177.00,182.00
2021-08-20,Oficial,97.00,103.00
2021-08-20,Blue,177.00,182.00
2021-08-19,Oficial,97.00,103.00
2021-08-19,Blue,176.00,182.00
2021-08-18,Oficial,97.00,103.00
2021-08-18,Blue,177.00,182.00
2021-08-17,Oficial,97.00,103.00
2021-08-17,Blue,178.00,183.00
2021-08-16,Oficial,97.00,103.00
2021-08-16,Blue,177.00,182.00
2021-08-13,Oficial,97.00,103.00
2021-08-13,Blue,177.00,182.00
2021-08-12,Oficial,96.00,102.00
2021-08-12,Blue,174.00,178.00
2021-08-11,Oficial,96.00,102.00
2021-08-11,Blue,173.00,178.00
2021-08-10,Oficial,96.00,102.00
2021-08-10,Blue,174.00,178.00
2021-08-09,Oficial,96.00,102.00
2021-08-09,Blue,174.00,179.00
2021-08-06,Oficial,96.00,102.00
2021-08-06,Blue,174.00,178.00
2021-08-05,Oficial,96.00,102.00
2021-08-05,Blue,174.00,180.00
2021-08-04,Oficial,96.00,102.00
2021-08-04,Blue,176.00,180.00
2021-08-03,Oficial,96.00,102.00
2021-08-03,Blue,176.00,180.00
2021-08-02,Oficial,96.00,102.00
2021-08-02,Blue,176.00,180.00
2021-07-30,Oficial,96.00,102.00
2021-07-30,Blue,176.00,180.00
2021-07-29,Oficial,96.00,102.00
2021-07-29,Blue,175.00,180.00
2021-07-28,Oficial,96.00,102.00
2021-07-28,Blue,175.00,180.00
2021-07-27,Oficial,96.00,102.00
2021-07-27,Blue,178.00,183.00
2021-07-26,Oficial,96.00,102.00
2021-07-26,Blue,179.00,184.00
2021-07-23,Oficial,96.00,102.00
2021-07-23,Blue,180.00,185.00
2021-07-22,Oficial,96.00,102.00
2021-07-22,Blue,180.00,184.00
2021-07-21,Oficial,96.00,102.00
2021-07-21,Blue,178.00,183.00
2021-07-20,Oficial,96.00,102.00
2021-07-20,Blue,177.00,182.00
2021-07-19,Oficial,96.00,102.00
2021-07-19,Blue,175.00,180.00
2021-07-16,Oficial,96.00,102.00
2021-07-16,Blue,174.00,179.00
2021-07-15,Oficial,96.00,102.00
2021-07-15,Blue,173.00,178.00
2021-07-14,Oficial,96.00,102.00
2021-07-14,Blue,172.00,177.00
2021-07-13,Oficial,95.00,101.00
2021-07-13,Blue,171.00,176.00
2021-07-12,Oficial,95.00,101.00
2021-07-12,Blue,174.00,179.00
2021-07-09,Oficial,95.00,101.00
2021-07-09,Blue,169.00,174.00
2021-07-08,Oficial,95.00,101.00
2021-07-08,Blue,169.00,174.00
2021-07-07,Oficial,95.00,101.00
2021-07-07,Blue,167.00,172.00
2021-07-06,Oficial,95.00,101.00
2021-07-06,Blue,166.00,171.00
2021-07-05,Oficial,95.00,101.00
2021-07-05,Blue,166.00,171.00
2021-07-02,Oficial,95.00,101.00
2021-07-02,Blue,165.00,170.00
2021-07-01,Oficial,95.00,101.00
2021-07-01,Blue,164.00,169.00
2021-06-30,Oficial,95.00,101.00
2021-06-30,Blue,163.00,168.00
2021-06-29,Oficial,95.00,101.00
2021-06-29,Blue,165.00,170.00
2021-06-28,Oficial,95.00,101.00
2021-06-28,Blue,168.00,173.00
2021-06-25,Oficial,95.00,101.00
2021-06-25,Blue,169.00,174.00
2021-06-24,Oficial,95.00,101.00
2021-06-24,Blue,165.00,170.00
2021-06-23,Oficial,95.00,101.00
2021-06-23,Blue,161.00,166.00
2021-06-22,Oficial,95.00,101.00
2021-06-22,Blue,160.00,165.00
2021-06-21,Oficial,95.00,101.00
2021-06-21,Blue,159.00,164.00
2021-06-18,Oficial,95.00,101.00
2021-06-18,Blue,159.00,164.00
2021-06-17,Oficial,95.00,101.00
2021-06-17,Blue,158.00,163.00
2021-06-16,Oficial,95.00,101.00
2021-06-16,Blue,158.00,163.00
2021-06-15,Oficial,95.00,101.00
2021-06-15,Blue,155.00,160.00
2021-06-14,Oficial,95.00,101.00
2021-06-14,Blue,153.00,158.00
2021-06-11,Oficial,94.00,100.00
2021-06-11,Blue,153.00,158.00
2021-06-10,Oficial,94.00,100.00
2021-06-10,Blue,152.00,157.00
2021-06-09,Oficial,94.00,100.00
2021-06-09,Blue,151.00,156.00
2021-06-08,Oficial,94.00,100.00
2021-06-08,Blue,151.00,156.00
2021-06-07,Oficial,94.00,100.00
2021-06-07,Blue,152.00,157.00
2021-06-04,Oficial,94.00,100.00
2021-06-04,Blue,152.00,157.00
2021-06-03,Oficial,94.00,100.00
2021-06-03,Blue,151.00,156.00
2021-06-02,Oficial,94.00,100.00
2021-06-02,Blue,151.00,156.00
2021-06-01,Oficial,94.00,100.00
2021-06-01,Blue,150.00,155.00
2021-05-31,Oficial,94.00,100.00
2021-05-31,Blue,152.00,157.00
2021-05-28,Oficial,94.00,100.00
2021-05-28,Blue,152.00,157.00
2021-05-27,Oficial,94.00,100.00
2021-05-27,Blue,152.00,157.00
2021-05-26,Oficial,94.00,100.00
2021-05-26,Blue,150.00,155.00
2021-05-25,Oficial,94.00,100.00
2021-05-25,Blue,148.00,153.00
2021-05-24,Oficial,94.00,100.00
2021-05-24,Blue,148.00,153.00
2021-05-21,Oficial,94.00,100.00
2021-05-21,Blue,148.00,153.00
2021-05-20,Oficial,94.00,100.00
2021-05-20,Blue,149.00,155.00
2021-05-19,Oficial,94.00,100.00
2021-05-19,Blue,150.00,156.00
2021-05-18,Oficial,94.00,100.00
2021-05-18,Blue,151.00,156.00
2021-05-17,Oficial,94.00,100.00
2021-05-17,Blue,148.00,153.00
2021-05-14,Oficial,94.00,100.00
2021-05-14,Blue,148.00,153.00
2021-05-13,Oficial,94.00,100.00
2021-05-13,Blue,146.00,151.00
2021-05-12,Oficial,94.00,100.00
2021-05-12,Blue,147.00,152.00
2021-05-11,Oficial,94.00,100.00
2021-05-11,Blue,146.00,151.00
2021-05-10,Oficial,94.00,100.00
2021-05-10,Blue,147.00,152.00
2021-05-07,Oficial,93.00,99.00
2021-05-07,Blue,145.00,151.00
2021-05-06,Oficial,93.00,99.00
2021-05-06,Blue,145.00,151.00
2021-05-05,Oficial,93.00,99.00
2021-05-05,Blue,146.00,151.00
2021-05-04,Oficial,93.00,99.00
2021-05-04,Blue,149.00,154.00
2021-05-03,Oficial,93.00,99.00
2021-05-03,Blue,148.00,153.00
2021-04-30,Oficial,93.00,99.00
2021-04-30,Blue,145.00,150.00
2021-04-29,Oficial,93.00,99.00
2021-04-29,Blue,149.00,154.00
2021-04-28,Oficial,93.00,99.00
2021-04-28,Blue,157.00,162.00
2021-04-27,Oficial,93.00,99.00
2021-04-27,Blue,156.00,161.00
2021-04-26,Oficial,93.00,99.00
2021-04-26,Blue,153.00,158.00
2021-04-23,Oficial,93.00,99.00
2021-04-23,Blue,147.00,152.00
2021-04-22,Oficial,93.00,99.00
2021-04-22,Blue,142.00,147.00
2021-04-21,Oficial,93.00,99.00
2021-04-21,Blue,139.00,144.00
2021-04-20,Oficial,93.00,99.00
2021-04-20,Blue,138.00,143.00
2021-04-19,Oficial,93.00,99.00
2021-04-19,Blue,138.00,143.00
2021-04-16,Oficial,93.00,99.00
2021-04-16,Blue,137.00,142.00
2021-04-15,Oficial,92.00,98.00
2021-04-15,Blue,138.00,143.00
2021-04-14,Oficial,92.00,98.00
2021-04-14,Blue,138.00,143.00
2021-04-13,Oficial,92.00,98.00
2021-04-13,Blue,137.00,142.00
2021-04-12,Oficial,92.00,98.00
2021-04-12,Blue,136.00,141.00
2021-04-09,Oficial,92.00,98.00
2021-04-09,Blue,135.00,140.00
2021-04-08,Oficial,92.00,98.00
2021-04-08,Blue,135.00,140.00
2021-04-07,Oficial,92.00,98.00
2021-04-07,Blue,134.00,139.00
2021-04-06,Oficial,92.00,98.00
2021-04-06,Blue,135.00,140.00
2021-04-05,Oficial,92.00,98.00
2021-04-05,Blue,135.00,140.00
2021-04-02,Oficial,92.00,98.00
2021-04-02,Blue,136.00,141.00
2021-04-01,Oficial,92.00,98.00
2021-04-01,Blue,136.00,141.00
2021-03-31,Oficial,92.00,98.00
2021-03-31,Blue,136.00,141.00
2021-03-30,Oficial,92.00,98.00
2021-03-30,Blue,136.00,141.00
2021-03-29,Oficial,92.00,98.00
